gap_id,change_type,field,old_value,new_value,changed_by,changed_at
15edd387-f2c0-403f-9831-bf58b8e91ccc,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-05-10 13:39:00
15edd387-f2c0-403f-9831-bf58b8e91ccc,update,opened_by_phone,,053-9255173,טל.רוזן@kalag.test,2026-09-08 14:39:00
c842e270-4454-4c6c-8053-e3243287d4dc,create,,,,יובל.שגיא@kalag.test,2026-05-03 20:03:00
c842e270-4454-4c6c-8053-e3243287d4dc,update,note,,דווח כבר פעם קודמת,דניאל.כהן@kalag.test,2026-09-06 21:03:00
90e9873e-ce18-430f-b586-7907e8877341,create,,,,טל.רוזן@kalag.test,2026-08-10 08:55:00
90e9873e-ce18-430f-b586-7907e8877341,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-08-15 09:55:00
56c4be5b-78cf-4de1-b274-963679f03009,create,,,,טל.רוזן@kalag.test,2026-06-27 06:10:00
927b7b24-0490-4693-a0fc-6235029d9901,create,,,,יובל.שגיא@kalag.test,2026-06-11 06:22:00
927b7b24-0490-4693-a0fc-6235029d9901,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-06-19 10:22:00
927b7b24-0490-4693-a0fc-6235029d9901,update,priority,גבוה,בינוני,טל.רוזן@kalag.test,2026-07-22 18:22:00
c6d8a88d-f366-4365-9afb-5776d11a5746,create,,,,יובל.שגיא@kalag.test,2026-08-19 19:24:00
c6d8a88d-f366-4365-9afb-5776d11a5746,update,note,,מחכים לאישור תקציב,נועה.אבידן@kalag.test,2026-08-23 06:24:00
c6d8a88d-f366-4365-9afb-5776d11a5746,update,opened_by_phone,,053-0085997,דניאל.כהן@kalag.test,2026-09-05 21:24:00
cd5a2455-1e99-47c2-a363-140545392dae,create,,,,מאיה.לוי@kalag.test,2026-08-01 09:05:00
cd5a2455-1e99-47c2-a363-140545392dae,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-08-11 10:05:00
cd5a2455-1e99-47c2-a363-140545392dae,update,status,בטיפול,טופל,עידו.פרץ@kalag.test,2026-08-13 12:05:00
cd5a2455-1e99-47c2-a363-140545392dae,update,opened_by_phone,,052-2010983,דניאל.כהן@kalag.test,2026-08-13 13:05:00
fe71f073-89bf-4bb0-b13e-c340a2ffa0bf,create,,,,טל.רוזן@kalag.test,2026-04-10 19:38:00
fe71f073-89bf-4bb0-b13e-c340a2ffa0bf,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-04-20 22:38:00
fe71f073-89bf-4bb0-b13e-c340a2ffa0bf,update,priority,נמוך,בינוני,דניאל.כהן@kalag.test,2026-05-07 00:38:00
fe71f073-89bf-4bb0-b13e-c340a2ffa0bf,update,opened_by_name,,אורית אזולאי,נועה.אבידן@kalag.test,2026-05-12 02:38:00
8ebd11f7-95b4-43ff-be63-15207315cff7,create,,,,דניאל.כהן@kalag.test,2026-03-29 18:17:00
8ebd11f7-95b4-43ff-be63-15207315cff7,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-03-31 18:17:00
102a7146-b1df-483f-ac8e-01176cfa9e50,create,,,,מאיה.לוי@kalag.test,2026-06-19 14:37:00
102a7146-b1df-483f-ac8e-01176cfa9e50,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-07-03 15:37:00
102a7146-b1df-483f-ac8e-01176cfa9e50,update,status,בטיפול,טופל,נועה.אבידן@kalag.test,2026-07-14 19:37:00
804bd7d5-f4f0-4d84-aa41-271f436092cc,create,,,,טל.רוזן@kalag.test,2026-07-14 16:24:00
804bd7d5-f4f0-4d84-aa41-271f436092cc,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-07-21 20:24:00
804bd7d5-f4f0-4d84-aa41-271f436092cc,update,status,בטיפול,טופל,נועה.אבידן@kalag.test,2026-07-30 20:24:00
804bd7d5-f4f0-4d84-aa41-271f436092cc,update,note,,צריך להזמין קבלן חיצוני,נועה.אבידן@kalag.test,2026-08-06 21:24:00
34bc5b15-cb76-4f1b-9d08-412ba539d114,create,,,,עידו.פרץ@kalag.test,2026-04-12 09:53:00
fb4e3159-59c1-47f2-be6d-4a2615666829,create,,,,נועה.אבידן@kalag.test,2026-07-31 11:52:00
